03455488	0
11689483	1
01726172	2
00087988	3
00466651	4
13219422	5
01417041	6
11705171	7
02900160	8
01075725	9
09338910	10
00514396	11
02528534	12
11463371	13
10705345	14
02159890	15
01899708	16
06843838	17
01633250	18
13427078	19
09894143	20
03818090	21
08597023	22
03120198	23
00777324	24
12632875	25
01101218	26
00312990	27
02421921	28
01678685	29
00284958	30
12743352	31
10239761	32
09850642	33
06081602	34
00764031	35
00415988	36
03890713	37
03771066	38
09125354	39
01463965	40
02165304	41
00321652	42
09657887	43
05127640	44
02331960	45
00950782	46
07159791	47
08135770	48
01155354	49
00793037	50
13865483	51
03586631	52
05656537	53
02206270	54
12690653	55
02621244	56
00751779	57
09144323	58
15127507	59
09246883	60
12061380	61
03759795	62
08934532	63
01949674	64
12316572	65
09107098	66
06598030	67
03770679	68
02763520	69
00047172	70
01308681	71
13245076	72
05556204	73
01054227	74
06564387	75
05197945	76
14720962	77
02247363	78
00698855	79
00588598	80
13403643	81
09088989	82
13669006	83
01574671	84
13298011	85
02195526	86
01704761	87
02715047	88
10649574	89
03596285	90
12655351	91
11819354	92
09756961	93
05539595	94
00082929	95
01085677	96
03961070	97
01972411	98
13150378	99
02036755	100
00934744	101
11984397	102
05267548	103
07491981	104
00171586	105
15218663	106
00413239	107
00335384	108
01505958	109
00557419	110
04876053	111
03252064	112
02278939	113
01959111	114
01467675	115
04760771	116
08455037	117
02012043	118
10369417	119
02388145	120
10782791	121
07289014	122
14159153	123
03921209	124
00355252	125
13214645	126
08053576	127
01532589	128
00218208	129
00256746	130
11119061	131
13070708	132
04455442	133
02649706	134
13586122	135
03667380	136
05404728	137
00656107	138
06649915	139
08132323	140
01262441	141
00064479	142
09716439	143
10202363	144
13239471	145
08520401	146
10208189	147
13565781	148
00256862	149
01879928	150
02176747	151
13432249	152
02693895	153
02557790	154
04930632	155
01471043	156
09211735	157
09540430	158
01195675	159
03224893	160
10377021	161
07805731	162
11329281	163
01512465	164
00303748	165
12411461	166
00479933	167
03800001	168
02616542	169
07272545	170
01420525	171
10052843	172
01960779	173
01401296	174
10395390	175
07065562	176
13662703	177
00783523	178
02573704	179
08419984	180
00146856	181
12411922	182
14574846	183
02600948	184
00334996	185
02574651	186
01150467	187
14393438	188
01934205	189
05837957	190
02367993	191
00753922	192
08429052	193
00803815	194
02965300	195
00764032	196
14569121	197
12635151	198
06477371	199
08424951	200
00798108	201
09455640	202
15139130	203
04624959	204
10696251	205
04384406	206
00144850	207
13010219	208
02738535	209
06562993	210
01122754	211
13243261	212
03788498	213
02667228	214
11034596	215
00593108	216
00472671	217
09152401	218
10779775	219
07475107	220
00343334	221
14863521	222
02572196	223
07322138	224
00591111	225
00071178	226
06618937	227
00031663	228
02291434	229
12897493	230
01672014	231
05136150	232
12698283	233
03714235	234
02731629	235
11147729	236
13190917	237
08094866	238
02762806	239
08516080	240
02460199	241
14048309	242
10089615	243
07524242	244
01433809	245
05410315	246
01791625	247
12504094	248
00768483	249
05501711	250
03503718	251
01191755	252
12603449	253
13193269	254
09071571	255
01227675	256
06751974	257
02538086	258
13404248	259
08259156	260
13112427	261
03912328	262
00138221	263
02467003	264
00764436	265
01711749	266
06942252	267
04381994	268
00874806	269
01693453	270
14390466	271
07508486	272
01390287	273
03636248	274
08230219	275
12952165	276
00141524	277
01995137	278
00135718	279
01609549	280
10495167	281
02373785	282
00192659	283
10404998	284
12720532	285
09074834	286
09861395	287
03138856	288
01397114	289
03778135	290
01321895	291
03490449	292
08542304	293
06730780	294
10143595	295
05704694	296
04073669	297
09213565	298
01457576	299
02700767	300
02460483	301
12772557	302
01669792	303
05843687	304
05690684	305
02760429	306
10165109	307
10093658	308
00168588	309
09005273	310
01023820	311
08246036	312
03295928	313
09974496	314
07360293	315
00067999	316
09931418	317
11959489	318
05344848	319
01248075	320
15217674	321
01105259	322
07286905	323
13930385	324
02435517	325
02131418	326
01434278	327
07233996	328
15055181	329
05602835	330
04829550	331
06300193	332
01897991	333
12064996	334
12678224	335
07117472	336
11860801	337
02761897	338
02682922	339
01819734	340
00092293	341
01089778	342
00724029	343
01141612	344
00743344	345
07123870	346
01517175	347
07557165	348
10587378	349
08214272	350
00155143	351
02472012	352
05686481	353
00629176	354
02953197	355
02377703	356
00682781	357
05645199	358
00255214	359
01253808	360
11259950	361
05733583	362
10516016	363
01439657	364
10740732	365
02563497	366
07215185	367
07602454	368
00822449	369
00269258	370
00981369	371
05957238	372
03902220	373
01744082	374
06248530	375
15071229	376
01170175	377
07631511	378
03428805	379
06634095	380
12203331	381
03139749	382
08968879	383
01923414	384
12737251	385
10671898	386
00512749	387
04463273	388
09331328	389
02520669	390
06809421	391
02321757	392
02253154	393
06928430	394
13321495	395
12898342	396
08698379	397
05278152	398
11765099	399
11773138	400
09943811	401
00417643	402
01314388	403
00282076	404
00698256	405
02091885	406
00057665	407
12253229	408
02228874	409
02923745	410
14702416	411
10789118	412
02064131	413
14107374	414
00052146	415
08798771	416
14113798	417
00134564	418
11810190	419
12377198	420
11499284	421
09720256	422
02046045	423
03318438	424
07130341	425
02513269	426
02570282	427
01569713	428
01392080	429
01201856	430
14433587	431
04184095	432
05698247	433
02454312	434
00439284	435
10627349	436
10384214	437
02008396	438
00686447	439
05342499	440
00739340	441
03344935	442
02839200	443
08286946	444
12202712	445
00997794	446
14745057	447
13711855	448
01190840	449
07703889	450
03030919	451
01006421	452
12020048	453
12594989	454
02475922	455
13433462	456
04960582	457
01219004	458
00859001	459
01640550	460
00598868	461
12036368	462
06278662	463
05986295	464
01300782	465
05684003	466
03916720	467
12323820	468
11950345	469
05919866	470
01879579	471
00666058	472
11822167	473
02257284	474
05606633	475
03571155	476
01131902	477
13123431	478
10067305	479
02231680	480
11598686	481
03315023	482
12435152	483
00945777	484
00400645	485
08228405	486
06769392	487
01853069	488
13456567	489
00840363	490
00118733	491
05526384	492
02567147	493
01688961	494
01655577	495
07212190	496
05543917	497
01916925	498
01455141	499
04765355	500
13268146	501
02528949	502
03154446	503
02169345	504
03222959	505
01467751	506
11236497	507
02502902	508
14384796	509
05342214	510
10325656	511
04801763	512
15185007	513
02284662	514
00971802	515
05962602	516
13628419	517
04936846	518
10245507	519
04554684	520
00035758	521
02486138	522
00061917	523
08816969	524
10417168	525
13052931	526
14686020	527
00517847	528
10008388	529
12242123	530
00385791	531
11748330	532
03141702	533
10378026	534
00042757	535
08115204	536
05625879	537
00240754	538
14974264	539
08455829	540
14186738	541
01396458	542
01121855	543
09612848	544
03659122	545
10060621	546
08960987	547
02234181	548
01604586	549
13022538	550
03718458	551
10347883	552
01203500	553
08206663	554
04406350	555
08095647	556
00406053	557
14793533	558
06377133	559
01576506	560
00046522	561
07387509	562
01085793	563
04186848	564
09165613	565
01294791	566
09572425	567
13046285	568
05921868	569
02348036	570
08587174	571
14083790	572
04423174	573
07803895	574
04548771	575
03091907	576
12218621	577
08966820	578
02431628	579
03101156	580
04795545	581
13065215	582
00662182	583
00829378	584
01698434	585
02668523	586
00120202	587
07131854	588
00093775	589
07213395	590
13495209	591
02873244	592
10388924	593
10278128	594
14795432	595
04535524	596
00868910	597
00363260	598
13206001	599
02581276	600
11473954	601
12056990	602
02726715	603
00673448	604
00552815	605
04767805	606
00493929	607
01867295	608
03981566	609
12577000	610
02113622	611
02064154	612
07025604	613
13622035	614
07527817	615
02204692	616
01163847	617
00035603	618
01123598	619
11332572	620
07283608	621
00552619	622
02505606	623
13206178	624
01876907	625
02560548	626
01625417	627
13697011	628
10170598	629
08803382	630
00203342	631
03266749	632
06270879	633
00752764	634
13742573	635
10808353	636
00869596	637
04967191	638
09838701	639
13722060	640
14155834	641
11601177	642
13555775	643
01105385	644
12899752	645
12922763	646
00749574	647
10332385	648
08675967	649
10458111	650
06778925	651
09084750	652
00926668	653
05576950	654
13383439	655
03003344	656
08029908	657
00195617	658
01419082	659
10710509	660
00765977	661
02163301	662
08271801	663
01463792	664
02770830	665
01947613	666
10700105	667
13477023	668
11777929	669
06873571	670
01367083	671
07758680	672
12327022	673
03203641	674
03335030	675
15232406	676
02301151	677
12685431	678
02423787	679
05525391	680
01938454	681
01167981	682
14824238	683
14732472	684
13195151	685
13548931	686
05598868	687
02803349	688
02116980	689
01662274	690
02070150	691
08389900	692
11555413	693
09998101	694
14035298	695
06631921	696
03520654	697
14116908	698
00278403	699
00648977	700
02549847	701
01225397	702
13039553	703
06391766	704
06463347	705
01442855	706
02282385	707
00150287	708
03038281	709
10680609	710
02727039	711
00303297	712
05699770	713
11189829	714
07734555	715
01268457	716
01368192	717
00352331	718
10855047	719
13152592	720
06452363	721
10482921	722
10508141	723
10309896	724
12506341	725
02512053	726
09087450	727
00717748	728
01010458	729
07361416	730
10930428	731
10228278	732
01989869	733
09254614	734
06196284	735
14385403	736
00577068	737
11736694	738
01088749	739
06351202	740
01677509	741
12158798	742
10527334	743
01800195	744
00305109	745
13518656	746
15154190	747
03928589	748
03683708	749
02226833	750
02617956	751
14094881	752
02277897	753
14412725	754
05893653	755
01227137	756
00272878	757
12727301	758
05616786	759
00598502	760
01906749	761
07613671	762
01188725	763
06986558	764
02714200	765
02083237	766
01807265	767
08493493	768
12550210	769
01556182	770
02064000	771
14133159	772
14447525	773
12524518	774
12721122	775
05530092	776
01103159	777
06571301	778
02730471	779
00892467	780
00522751	781
00700421	782
06174404	783
11633116	784
00514658	785
00924825	786
12250413	787
04902925	788
08877208	789
13978709	790
01960459	791
00556142	792
10529231	793
00605783	794
00635850	795
08589351	796
10030277	797
02715595	798
08468721	799
05219724	800
02262449	801
01771390	802
15218551	803
12093088	804
10370381	805
12595964	806
13307784	807
01247413	808
02215941	809
01230350	810
12166003	811
02700455	812
10400618	813
14753808	814
12191461	815
06562802	816
09012898	817
02201268	818
14336317	819
01844414	820
03492542	821
00663682	822
00445169	823
08907606	824
08925830	825
02429682	826
02839910	827
01741562	828
09901143	829
06588326	830
03284120	831
10465248	832
04418818	833
06400271	834
01054553	835
11973159	836
01293167	837
02248147	838
00531490	839
01891249	840
02026059	841
11841529	842
10466198	843
05459953	844
12776946	845
01118081	846
12634211	847
09977178	848
00781303	849
09086070	850
08207001	851
00951601	852
01894040	853
06094774	854
09817536	855
10801561	856
13969700	857
13081369	858
15146545	859
05542539	860
00996969	861
02186834	862
01916214	863
14289942	864
07408171	865
01085337	866
11908718	867
13644522	868
05349445	869
07909593	870
03314378	871
06099269	872
01767199	873
00392588	874
14794993	875
06356755	876
14704465	877
02795169	878
12774299	879
14980579	880
11456273	881
03567325	882
00020090	883
12477583	884
00468791	885
00925735	886
09192973	887
08550076	888
00560529	889
04821084	890
01428381	891
09073258	892
02331919	893
02402409	894
00322228	895
01841079	896
06879521	897
01496497	898
01003588	899
00608502	900
13259481	901
02656426	902
01578993	903
11065345	904
02846260	905
01853498	906
02290461	907
00399553	908
00684645	909
13275495	910
00670261	911
12887713	912
03778600	913
02525312	914
12494629	915
08720037	916
10086821	917
02030424	918
04280970	919
05448704	920
03314028	921
02593679	922
06718543	923
02175057	924
04766275	925
10055410	926
00353469	927
04593866	928
13412321	929
08225090	930
03149951	931
00695761	932
03069752	933
01245052	934
00745383	935
12620196	936
04671841	937
03619793	938
02695520	939
00734482	940
08967484	941
14531772	942
00308105	943
00088713	944
06629392	945
05612067	946
00068617	947
02683419	948
09114401	949
06399995	950
